Date,EUR BGN Curncy
3/17/2015 5:00,"1,0564"
3/17/2015 4:30,"1,0567"
3/17/2015 4:00,"1,0565"
3/17/2015 3:30,"1,0563"
3/17/2015 3:00,"1,0566"
3/17/2015 2:30,"1,0571"
3/17/2015 2:00,"1,0569"
3/17/2015 1:30,"1,0560"
3/17/2015 1:00,"1,0552"
3/17/2015 0:30,"1,0563"
3/17/2015 0:00,"1,0566"
3/16/2015 23:30,"1,0572"
3/16/2015 23:00,"1,0577"
3/16/2015 22:30,"1,0570"
3/16/2015 22:00,"1,0568"
3/16/2015 21:30,"1,0567"
3/16/2015 21:00,"1,0566"
3/16/2015 20:30,"1,0568"
3/16/2015 20:00,"1,0566"
3/16/2015 19:30,"1,0575"
3/16/2015 19:00,"1,0582"
3/16/2015 18:30,"1,0585"
3/16/2015 18:00,"1,0584"
3/16/2015 17:30,"1,0591"
3/16/2015 17:00,"1,0595"
3/16/2015 16:30,"1,0614"
3/16/2015 16:00,"1,0587"
3/16/2015 15:30,"1,0575"
3/16/2015 15:00,"1,0575"
3/16/2015 14:30,"1,0564"
3/16/2015 14:00,"1,0580"
3/16/2015 13:30,"1,0598"
3/16/2015 13:00,"1,0574"
3/16/2015 12:30,"1,0547"
3/16/2015 12:00,"1,0545"
3/16/2015 11:30,"1,0528"
3/16/2015 11:00,"1,0533"
3/16/2015 10:30,"1,0531"
3/16/2015 10:00,"1,0539"
3/16/2015 9:30,"1,0536"
3/16/2015 9:00,"1,0533"
3/16/2015 8:30,"1,0536"
3/16/2015 8:00,"1,0535"
3/16/2015 7:30,"1,0531"
3/16/2015 7:00,"1,0520"
3/16/2015 6:30,"1,0528"
3/16/2015 6:00,"1,0528"
3/16/2015 5:30,"1,0525"
3/16/2015 5:00,"1,0514"
3/16/2015 4:30,"1,0509"
3/16/2015 4:00,"1,0521"
3/16/2015 3:30,"1,0520"
3/16/2015 3:00,"1,0518"
3/16/2015 2:30,"1,0518"
3/16/2015 2:00,"1,0528"
3/16/2015 1:30,"1,0527"
3/16/2015 1:00,"1,0520"
3/16/2015 0:30,"1,0498"
3/16/2015 0:00,"1,0496"
3/15/2015 23:30,"1,0484"
3/15/2015 23:00,"1,0489"
3/15/2015 22:30,"1,0500"
3/15/2015 22:00,"1,0503"
3/15/2015 21:30,"1,0486"
3/15/2015 21:00,"1,0484"
3/15/2015 20:30,"1,0471"
3/15/2015 20:00,"1,0475"
3/15/2015 19:30,"1,0466"
3/15/2015 19:00,"1,0466"
3/15/2015 18:30,"1,0478"
3/15/2015 18:00,"1,0480"
3/13/2015 20:30,"1,0496"
3/13/2015 20:00,"1,0494"
3/13/2015 19:30,"1,0478"
3/13/2015 19:00,"1,0487"
3/13/2015 18:30,"1,0474"
3/13/2015 18:00,"1,0484"
3/13/2015 17:30,"1,0489"
3/13/2015 17:00,"1,0470"
3/13/2015 16:30,"1,0512"
3/13/2015 16:00,"1,0526"
3/13/2015 15:30,"1,0523"
3/13/2015 15:00,"1,0484"
3/13/2015 14:30,"1,0514"
3/13/2015 14:00,"1,0529"
3/13/2015 13:30,"1,0536"
3/13/2015 13:00,"1,0571"
3/13/2015 12:30,"1,0583"
3/13/2015 12:00,"1,0577"
3/13/2015 11:30,"1,0568"
3/13/2015 11:00,"1,0588"
3/13/2015 10:30,"1,0582"
3/13/2015 10:00,"1,0590"
3/13/2015 9:30,"1,0609"
3/13/2015 9:00,"1,0600"
3/13/2015 8:30,"1,0619"
3/13/2015 8:00,"1,0610"
3/13/2015 7:30,"1,0613"
3/13/2015 7:00,"1,0592"
3/13/2015 6:30,"1,0579"
3/13/2015 6:00,"1,0575"
3/13/2015 5:30,"1,0600"
3/13/2015 5:00,"1,0602"
3/13/2015 4:30,"1,0604"
3/13/2015 4:00,"1,0610"
3/13/2015 3:30,"1,0614"
3/13/2015 3:00,"1,0611"
3/13/2015 2:30,"1,0612"
3/13/2015 2:00,"1,0607"
3/13/2015 1:30,"1,0609"
3/13/2015 1:00,"1,0612"
3/13/2015 0:30,"1,0608"
3/13/2015 0:00,"1,0614"
3/12/2015 23:30,"1,0628"
3/12/2015 23:00,"1,0627"
3/12/2015 22:30,"1,0622"
3/12/2015 22:00,"1,0618"
3/12/2015 21:30,"1,0624"
3/12/2015 21:00,"1,0626"
3/12/2015 20:30,"1,0635"
3/12/2015 20:00,"1,0637"
3/12/2015 19:30,"1,0618"
3/12/2015 19:00,"1,0607"
3/12/2015 18:30,"1,0600"
3/12/2015 18:00,"1,0618"
3/12/2015 17:30,"1,0610"
3/12/2015 17:00,"1,0598"
3/12/2015 16:30,"1,0601"
3/12/2015 16:00,"1,0616"
3/12/2015 15:30,"1,0614"
3/12/2015 15:00,"1,0619"
3/12/2015 14:30,"1,0638"
3/12/2015 14:00,"1,0629"
3/12/2015 13:30,"1,0614"
3/12/2015 13:00,"1,0617"
3/12/2015 12:30,"1,0641"
3/12/2015 12:00,"1,0620"
3/12/2015 11:30,"1,0639"
3/12/2015 11:00,"1,0633"
3/12/2015 10:30,"1,0619"
3/12/2015 10:00,"1,0603"
3/12/2015 9:30,"1,0600"
3/12/2015 9:00,"1,0599"
3/12/2015 8:30,"1,0597"
3/12/2015 8:00,"1,0617"
3/12/2015 7:30,"1,0635"
3/12/2015 7:00,"1,0596"
3/12/2015 6:30,"1,0568"
3/12/2015 6:00,"1,0535"
3/12/2015 5:30,"1,0530"
3/12/2015 5:00,"1,0516"
3/12/2015 4:30,"1,0513"
3/12/2015 4:00,"1,0509"
3/12/2015 3:30,"1,0497"
3/12/2015 3:00,"1,0507"
3/12/2015 2:30,"1,0508"
3/12/2015 2:00,"1,0516"
3/12/2015 1:30,"1,0533"
3/12/2015 1:00,"1,0542"
3/12/2015 0:30,"1,0550"
3/12/2015 0:00,"1,0538"
3/11/2015 23:30,"1,0548"
3/11/2015 23:00,"1,0546"
3/11/2015 22:30,"1,0551"
3/11/2015 22:00,"1,0550"
3/11/2015 21:30,"1,0547"
3/11/2015 21:00,"1,0543"
3/11/2015 20:30,"1,0547"
3/11/2015 20:00,"1,0553"
3/11/2015 19:30,"1,0541"
3/11/2015 19:00,"1,0547"
3/11/2015 18:30,"1,0533"
3/11/2015 18:00,"1,0535"
3/11/2015 17:30,"1,0531"
3/11/2015 17:00,"1,0544"
3/11/2015 16:30,"1,0573"
3/11/2015 16:00,"1,0591"
3/11/2015 15:30,"1,0574"
3/11/2015 15:00,"1,0592"
3/11/2015 14:30,"1,0574"
3/11/2015 14:00,"1,0589"
3/11/2015 13:30,"1,0602"
3/11/2015 13:00,"1,0582"
3/11/2015 12:30,"1,0597"
3/11/2015 12:00,"1,0616"
3/11/2015 11:30,"1,0602"
3/11/2015 11:00,"1,0571"
3/11/2015 10:30,"1,0573"
3/11/2015 10:00,"1,0572"
3/11/2015 9:30,"1,0602"
3/11/2015 9:00,"1,0619"
3/11/2015 8:30,"1,0643"
3/11/2015 8:00,"1,0654"
3/11/2015 7:30,"1,0682"
3/11/2015 7:00,"1,0683"
3/11/2015 6:30,"1,0693"
3/11/2015 6:00,"1,0691"
3/11/2015 5:30,"1,0689"
3/11/2015 5:00,"1,0688"
3/11/2015 4:30,"1,0680"
3/11/2015 4:00,"1,0673"
3/11/2015 3:30,"1,0682"
3/11/2015 3:00,"1,0684"
3/11/2015 2:30,"1,0685"
3/11/2015 2:00,"1,0692"
3/11/2015 1:30,"1,0705"
3/11/2015 1:00,"1,0707"
3/11/2015 0:30,"1,0702"
3/11/2015 0:00,"1,0708"
3/10/2015 23:30,"1,0707"
3/10/2015 23:00,"1,0703"
3/10/2015 22:30,"1,0687"
3/10/2015 22:00,"1,0691"
3/10/2015 21:30,"1,0681"
3/10/2015 21:00,"1,0679"
3/10/2015 20:30,"1,0698"
3/10/2015 20:00,"1,0699"
3/10/2015 19:30,"1,0700"
3/10/2015 19:00,"1,0694"
3/10/2015 18:30,"1,0697"
3/10/2015 18:00,"1,0718"
3/10/2015 17:30,"1,0719"
3/10/2015 17:00,"1,0717"
3/10/2015 16:30,"1,0718"
3/10/2015 16:00,"1,0708"
3/10/2015 15:30,"1,0707"
3/10/2015 15:00,"1,0729"
3/10/2015 14:30,"1,0758"
3/10/2015 14:00,"1,0748"
3/10/2015 13:30,"1,0769"
3/10/2015 13:00,"1,0754"
3/10/2015 12:30,"1,0743"
3/10/2015 12:00,"1,0748"
3/10/2015 11:30,"1,0733"
3/10/2015 11:00,"1,0742"
3/10/2015 10:30,"1,0759"
3/10/2015 10:00,"1,0754"
3/10/2015 9:30,"1,0753"
3/10/2015 9:00,"1,0752"
3/10/2015 8:30,"1,0758"
3/10/2015 8:00,"1,0780"
3/10/2015 7:30,"1,0803"
3/10/2015 7:00,"1,0813"
3/10/2015 6:30,"1,0798"
3/10/2015 6:00,"1,0794"
3/10/2015 5:30,"1,0798"
3/10/2015 5:00,"1,0800"
3/10/2015 4:30,"1,0797"
3/10/2015 4:00,"1,0800"
3/10/2015 3:30,"1,0799"
3/10/2015 3:00,"1,0788"
3/10/2015 2:30,"1,0825"
3/10/2015 2:00,"1,0827"
3/10/2015 1:30,"1,0832"
3/10/2015 1:00,"1,0831"
3/10/2015 0:30,"1,0833"
3/10/2015 0:00,"1,0828"
3/9/2015 23:30,"1,0836"
3/9/2015 23:00,"1,0843"
3/9/2015 22:30,"1,0848"
3/9/2015 22:00,"1,0849"
3/9/2015 21:30,"1,0853"
3/9/2015 21:00,"1,0851"
3/9/2015 20:30,"1,0852"
3/9/2015 20:00,"1,0853"
3/9/2015 19:30,"1,0856"
3/9/2015 19:00,"1,0858"
3/9/2015 18:30,"1,0857"
3/9/2015 18:00,"1,0858"
3/9/2015 17:30,"1,0860"
3/9/2015 17:00,"1,0857"
3/9/2015 16:30,"1,0847"
3/9/2015 16:00,"1,0849"
3/9/2015 15:30,"1,0846"
3/9/2015 15:00,"1,0852"
3/9/2015 14:30,"1,0847"
3/9/2015 14:00,"1,0856"
3/9/2015 13:30,"1,0859"
3/9/2015 13:00,"1,0867"
3/9/2015 12:30,"1,0860"
3/9/2015 12:00,"1,0864"
3/9/2015 11:30,"1,0861"
3/9/2015 11:00,"1,0878"
3/9/2015 10:30,"1,0880"
3/9/2015 10:00,"1,0888"
3/9/2015 9:30,"1,0893"
3/9/2015 9:00,"1,0874"
3/9/2015 8:30,"1,0892"
3/9/2015 8:00,"1,0888"
3/9/2015 7:30,"1,0864"
3/9/2015 7:00,"1,0863"
3/9/2015 6:30,"1,0858"
3/9/2015 6:00,"1,0854"
3/9/2015 5:30,"1,0842"
3/9/2015 5:00,"1,0838"
3/9/2015 4:30,"1,0841"
3/9/2015 4:00,"1,0842"
3/9/2015 3:30,"1,0838"
3/9/2015 3:00,"1,0841"
3/9/2015 2:30,"1,0843"
3/9/2015 2:00,"1,0841"
3/9/2015 1:30,"1,0841"
3/9/2015 1:00,"1,0843"
3/9/2015 0:30,"1,0847"
3/9/2015 0:00,"1,0855"
3/8/2015 23:30,"1,0845"
3/8/2015 23:00,"1,0846"
3/8/2015 22:30,"1,0839"
3/8/2015 22:00,"1,0828"
3/8/2015 21:30,"1,0834"
3/8/2015 21:00,"1,0833"
3/8/2015 20:30,"1,0833"
3/8/2015 20:00,"1,0829"
3/8/2015 19:30,"1,0830"
3/8/2015 19:00,"1,0837"
3/8/2015 18:30,"1,0836"
3/8/2015 18:00,"1,0835"
3/6/2015 21:30,"1,0844"
3/6/2015 21:00,"1,0845"
3/6/2015 20:30,"1,0850"
3/6/2015 20:00,"1,0849"
3/6/2015 19:30,"1,0857"
3/6/2015 19:00,"1,0863"
3/6/2015 18:30,"1,0853"
3/6/2015 18:00,"1,0848"
3/6/2015 17:30,"1,0856"
3/6/2015 17:00,"1,0850"
3/6/2015 16:30,"1,0854"
3/6/2015 16:00,"1,0867"
3/6/2015 15:30,"1,0860"
3/6/2015 15:00,"1,0875"
3/6/2015 14:30,"1,0855"
3/6/2015 14:00,"1,0875"
3/6/2015 13:30,"1,0896"
3/6/2015 13:00,"1,0981"
3/6/2015 12:30,"1,0971"
3/6/2015 12:00,"1,0955"
3/6/2015 11:30,"1,0940"
3/6/2015 11:00,"1,0967"
3/6/2015 10:30,"1,0971"
3/6/2015 10:00,"1,0968"
3/6/2015 9:30,"1,0967"
3/6/2015 9:00,"1,0978"
3/6/2015 8:30,"1,0995"
3/6/2015 8:00,"1,1014"
3/6/2015 7:30,"1,1025"
3/6/2015 7:00,"1,1015"
3/6/2015 6:30,"1,1015"
3/6/2015 6:00,"1,1020"
3/6/2015 5:30,"1,1022"
3/6/2015 5:00,"1,1024"
3/6/2015 4:30,"1,1025"
3/6/2015 4:00,"1,1026"
3/6/2015 3:30,"1,1027"
3/6/2015 3:00,"1,1021"
3/6/2015 2:30,"1,1024"
3/6/2015 2:00,"1,1030"
3/6/2015 1:30,"1,1027"
3/6/2015 1:00,"1,1023"
3/6/2015 0:30,"1,1020"
3/6/2015 0:00,"1,1028"
3/5/2015 23:30,"1,1032"
3/5/2015 23:00,"1,1029"
3/5/2015 22:30,"1,1031"
3/5/2015 22:00,"1,1032"
3/5/2015 21:30,"1,1030"
3/5/2015 21:00,"1,1027"
3/5/2015 20:30,"1,1028"
3/5/2015 20:00,"1,1029"
3/5/2015 19:30,"1,1026"
3/5/2015 19:00,"1,1028"
3/5/2015 18:30,"1,1023"
3/5/2015 18:00,"1,1019"
3/5/2015 17:30,"1,1017"
3/5/2015 17:00,"1,1005"
3/5/2015 16:30,"1,1006"
3/5/2015 16:00,"1,1024"
3/5/2015 15:30,"1,1032"
3/5/2015 15:00,"1,1044"
3/5/2015 14:30,"1,1030"
3/5/2015 14:00,"1,1028"
3/5/2015 13:30,"1,1033"
3/5/2015 13:00,"1,1063"
3/5/2015 12:30,"1,1062"
3/5/2015 12:00,"1,1052"
3/5/2015 11:30,"1,1049"
3/5/2015 11:00,"1,1047"
3/5/2015 10:30,"1,1053"
3/5/2015 10:00,"1,1046"
3/5/2015 9:30,"1,1037"
3/5/2015 9:00,"1,1046"
3/5/2015 8:30,"1,1045"
3/5/2015 8:00,"1,1046"
3/5/2015 7:30,"1,1051"
3/5/2015 7:00,"1,1051"
3/5/2015 6:30,"1,1037"
3/5/2015 6:00,"1,1037"
3/5/2015 5:30,"1,1055"
3/5/2015 5:00,"1,1060"
3/5/2015 4:30,"1,1061"
3/5/2015 4:00,"1,1066"
3/5/2015 3:30,"1,1067"
3/5/2015 3:00,"1,1072"
3/5/2015 2:30,"1,1074"
3/5/2015 2:00,"1,1073"
3/5/2015 1:30,"1,1072"
3/5/2015 1:00,"1,1078"
3/5/2015 0:30,"1,1080"
3/5/2015 0:00,"1,1078"
3/4/2015 23:30,"1,1079"
3/4/2015 23:00,"1,1084"
3/4/2015 22:30,"1,1081"
3/4/2015 22:00,"1,1081"
3/4/2015 21:30,"1,1078"
3/4/2015 21:00,"1,1076"
3/4/2015 20:30,"1,1075"
3/4/2015 20:00,"1,1074"
3/4/2015 19:30,"1,1074"
3/4/2015 19:00,"1,1072"
3/4/2015 18:30,"1,1068"
3/4/2015 18:00,"1,1070"
3/4/2015 17:30,"1,1072"
3/4/2015 17:00,"1,1071"
3/4/2015 16:30,"1,1069"
3/4/2015 16:00,"1,1076"
3/4/2015 15:30,"1,1069"
3/4/2015 15:00,"1,1076"
3/4/2015 14:30,"1,1097"
3/4/2015 14:00,"1,1125"
3/4/2015 13:30,"1,1134"
3/4/2015 13:00,"1,1130"
3/4/2015 12:30,"1,1123"
3/4/2015 12:00,"1,1136"
3/4/2015 11:30,"1,1128"
3/4/2015 11:00,"1,1123"
3/4/2015 10:30,"1,1124"
3/4/2015 10:00,"1,1131"
3/4/2015 9:30,"1,1131"
3/4/2015 9:00,"1,1124"
3/4/2015 8:30,"1,1135"
3/4/2015 8:00,"1,1164"
3/4/2015 7:30,"1,1176"
3/4/2015 7:00,"1,1168"
3/4/2015 6:30,"1,1168"
3/4/2015 6:00,"1,1167"
3/4/2015 5:30,"1,1170"
3/4/2015 5:00,"1,1166"
3/4/2015 4:30,"1,1167"
3/4/2015 4:00,"1,1168"
3/4/2015 3:30,"1,1174"
3/4/2015 3:00,"1,1176"
3/4/2015 2:30,"1,1176"
3/4/2015 2:00,"1,1180"
3/4/2015 1:30,"1,1179"
3/4/2015 1:00,"1,1177"
3/4/2015 0:30,"1,1181"
3/4/2015 0:00,"1,1179"
3/3/2015 23:30,"1,1182"
3/3/2015 23:00,"1,1181"
3/3/2015 22:30,"1,1180"
3/3/2015 22:00,"1,1176"
3/3/2015 21:30,"1,1176"
3/3/2015 21:00,"1,1175"
3/3/2015 20:30,"1,1175"
3/3/2015 20:00,"1,1178"
3/3/2015 19:30,"1,1178"
3/3/2015 19:00,"1,1185"
3/3/2015 18:30,"1,1193"
3/3/2015 18:00,"1,1199"
3/3/2015 17:30,"1,1202"
3/3/2015 17:00,"1,1200"
3/3/2015 16:30,"1,1212"
3/3/2015 16:00,"1,1195"
3/3/2015 15:30,"1,1185"
3/3/2015 15:00,"1,1192"
3/3/2015 14:30,"1,1200"
3/3/2015 14:00,"1,1180"
3/3/2015 13:30,"1,1171"
3/3/2015 13:00,"1,1175"
3/3/2015 12:30,"1,1165"
3/3/2015 12:00,"1,1159"
3/3/2015 11:30,"1,1158"
3/3/2015 11:00,"1,1168"
3/3/2015 10:30,"1,1172"
3/3/2015 10:00,"1,1171"
3/3/2015 9:30,"1,1173"
3/3/2015 9:00,"1,1183"
3/3/2015 8:30,"1,1188"
3/3/2015 8:00,"1,1193"
3/3/2015 7:30,"1,1205"
3/3/2015 7:00,"1,1202"
3/3/2015 6:30,"1,1196"
3/3/2015 6:00,"1,1199"
3/3/2015 5:30,"1,1198"
3/3/2015 5:00,"1,1197"
3/3/2015 4:30,"1,1198"
3/3/2015 4:00,"1,1194"
3/3/2015 3:30,"1,1189"
3/3/2015 3:00,"1,1195"
3/3/2015 2:30,"1,1194"
3/3/2015 2:00,"1,1191"
3/3/2015 1:30,"1,1194"
3/3/2015 1:00,"1,1185"
3/3/2015 0:30,"1,1183"
3/3/2015 0:00,"1,1181"
3/2/2015 23:30,"1,1177"
3/2/2015 23:00,"1,1182"
3/2/2015 22:30,"1,1180"
3/2/2015 22:00,"1,1182"
3/2/2015 21:30,"1,1184"
3/2/2015 21:00,"1,1180"
3/2/2015 20:30,"1,1182"
3/2/2015 20:00,"1,1184"
3/2/2015 19:30,"1,1186"
3/2/2015 19:00,"1,1193"
3/2/2015 18:30,"1,1193"
3/2/2015 18:00,"1,1187"
3/2/2015 17:30,"1,1178"
3/2/2015 17:00,"1,1184"
3/2/2015 16:30,"1,1189"
3/2/2015 16:00,"1,1180"
3/2/2015 15:30,"1,1194"
3/2/2015 15:00,"1,1194"
3/2/2015 14:30,"1,1214"
3/2/2015 14:00,"1,1228"
3/2/2015 13:30,"1,1223"
3/2/2015 13:00,"1,1231"
3/2/2015 12:30,"1,1220"
3/2/2015 12:00,"1,1238"
3/2/2015 11:30,"1,1224"
3/2/2015 11:00,"1,1232"
3/2/2015 10:30,"1,1216"
3/2/2015 10:00,"1,1216"
3/2/2015 9:30,"1,1216"
3/2/2015 9:00,"1,1197"
3/2/2015 8:30,"1,1194"
3/2/2015 8:00,"1,1194"
3/2/2015 7:30,"1,1179"
3/2/2015 7:00,"1,1174"
3/2/2015 6:30,"1,1175"
3/2/2015 6:00,"1,1180"
3/2/2015 5:30,"1,1183"
3/2/2015 5:00,"1,1179"
3/2/2015 4:30,"1,1179"
3/2/2015 4:00,"1,1177"
3/2/2015 3:30,"1,1176"
3/2/2015 3:00,"1,1175"
3/2/2015 2:30,"1,1172"
3/2/2015 2:00,"1,1177"
3/2/2015 1:30,"1,1173"
3/2/2015 1:00,"1,1168"
3/2/2015 0:30,"1,1167"
3/2/2015 0:00,"1,1166"
3/1/2015 23:30,"1,1161"
3/1/2015 23:00,"1,1169"
3/1/2015 22:30,"1,1182"
3/1/2015 22:00,"1,1186"
3/1/2015 21:30,"1,1182"
3/1/2015 21:00,"1,1176"
3/1/2015 20:30,"1,1178"
3/1/2015 20:00,"1,1180"
3/1/2015 19:30,"1,1184"
3/1/2015 19:00,"1,1180"
3/1/2015 18:30,"1,1178"
3/1/2015 18:00,"1,1178"
